City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
289,State College,US,2022-04-04 18:37:00,40.7934,-77.86,51.51,45,99,5.01
290,Jacqueville,CI,2022-04-04 18:39:33,5.2052,-4.4146,81.72,85,100,10.76
291,Marsh Harbour,BS,2022-04-04 18:35:34,26.5412,-77.0636,75.29,74,38,11.88
292,Grand Gaube,MU,2022-04-04 18:34:36,-20.0064,57.6608,79.38,84,100,8.01
293,Warrnambool,AU,2022-04-04 18:39:34,-38.3833,142.4833,53.82,76,100,2.57
294,Ishigaki,JP,2022-04-04 18:38:58,24.3448,124.1572,66.33,68,40,12.66
295,Santa Maria,BR,2022-04-04 18:39:35,-29.6842,-53.8069,70.9,94,100,2.3
296,Deputatskiy,RU,2022-04-04 18:39:35,69.3,139.9,-16.22,98,100,1.34
297,Yuci,CN,2022-04-04 18:39:36,37.6803,112.7319,47.95,53,0,4.47
298,Bethel,US,2022-04-04 18:35:05,41.3712,-73.414,55.08,47,75,8.05
299,Chokurdakh,RU,2022-04-04 18:39:36,70.6333,147.9167,-17.7,100,98,8.39
300,Zhangye,CN,2022-04-04 18:39:36,38.9342,100.4517,49.32,20,0,4.03
301,Buy,RU,2022-04-04 18:39:37,58.4786,41.53,20.84,96,24,4.45
302,Nisia Floresta,BR,2022-04-04 18:39:37,-6.0911,-35.2086,88.18,64,9,11.83
303,Harper,LR,2022-04-04 18:39:38,4.375,-7.7169,81.61,81,100,9.33
304,Broome,US,2022-04-04 18:39:38,42.2506,-75.833,45.01,68,100,6.91
305,Airai,TL,2022-04-04 18:39:38,-8.9266,125.4092,58.5,92,69,1.39
306,Carson City,US,2022-04-04 18:39:39,39.1638,-119.7674,62.94,34,0,11.99
307,Coquimbo,CL,2022-04-04 18:39:39,-29.9533,-71.3436,66.45,67,5,7.83
308,Yarmouth,US,2022-04-04 18:39:39,41.7057,-70.2286,55.15,44,0,11.5
309,Denpasar,ID,2022-04-04 18:37:05,-8.65,115.2167,80.26,83,40,4.61
310,Along,IN,2022-04-04 18:39:40,28.1667,94.7667,65.44,98,100,1.36
311,Yatou,CN,2022-04-04 18:39:40,37.15,122.3833,45.07,75,100,13.13
312,Zhigansk,RU,2022-04-04 18:39:41,66.7697,123.3711,-3.21,95,80,14.0
313,Bachaquero,VE,2022-04-04 18:39:41,9.9694,-71.1494,87.44,63,87,6.6
314,Vestmannaeyjar,IS,2022-04-04 18:39:41,63.4427,-20.2734,36.59,87,75,29.93
315,Outjo,NA,2022-04-04 18:39:42,-20.1167,16.15,72.01,48,70,9.15
316,Kurilsk,RU,2022-04-04 18:39:42,45.2333,147.8833,37.06,82,28,7.54
317,Roma,US,2022-04-04 18:40:43,43.2128,-75.4557,45.95,69,100,12.66
318,Abu Samrah,SY,2022-04-04 18:40:43,35.3029,37.1841,61.12,42,42,6.6
319,Vardo,NO,2022-04-04 18:35:56,70.3705,31.1107,28.38,64,75,12.66
320,Yumen,CN,2022-04-04 18:40:43,40.2833,97.2,46.81,20,0,2.55
321,Vieques,PR,2022-04-04 18:40:44,18.425,-65.8329,87.67,65,40,17.27
322,Khasan,RU,2022-04-04 18:40:44,42.4308,130.6434,38.03,93,15,4.74
323,Vila Franca Do Campo,PT,2022-04-04 18:40:45,37.7167,-25.4333,61.21,60,99,4.16
324,Cabedelo,BR,2022-04-04 18:40:45,-6.9811,-34.8339,86.67,66,3,13.15
325,Ust-Maya,RU,2022-04-04 18:40:45,60.4167,134.5333,21.22,96,100,4.99
326,Nagorsk,RU,2022-04-04 18:40:46,59.3172,50.8078,26.24,93,100,8.23
327,Talnakh,RU,2022-04-04 18:40:46,69.4865,88.3972,9.21,90,87,8.25
328,Kharovsk,RU,2022-04-04 18:40:46,59.9642,40.1912,23.02,93,82,4.0
329,Katsuura,JP,2022-04-04 18:40:47,35.1333,140.3,49.91,90,100,26.55
330,Tarbagatay,RU,2022-04-04 18:40:47,51.4803,107.3602,18.48,94,83,2.59
331,Alta Floresta,BR,2022-04-04 18:40:47,-9.8756,-56.0861,89.42,62,40,1.14
332,Camana,PE,2022-04-04 18:40:48,-16.6228,-72.7111,72.7,73,78,8.52
333,Iralaya,HN,2022-04-04 18:40:48,15.0,-83.2333,84.02,64,14,11.18
334,Tabuk,PH,2022-04-04 18:40:48,17.4189,121.4443,70.54,94,95,5.55
335,Berezovyy,RU,2022-04-04 18:40:49,51.6667,135.7,29.57,78,100,1.52
336,Den Helder,NL,2022-04-04 18:40:49,52.9599,4.7593,48.97,94,100,11.99
337,Kaka,TM,2022-04-04 18:40:49,37.3482,59.6143,77.36,15,0,5.37
338,Avera,US,2022-04-04 18:40:50,33.194,-82.5271,75.54,38,76,5.26
339,Herat,AF,2022-04-04 18:40:50,34.5,62.0,70.72,13,0,4.23
340,Aksu,CN,2022-04-04 18:40:51,41.1231,80.2644,60.17,22,2,1.16
341,Mar Del Plata,AR,2022-04-04 18:38:16,-38.0023,-57.5575,71.62,35,0,13.8
342,Wuwei,CN,2022-04-04 18:40:51,37.9281,102.6414,47.8,26,0,2.75
343,Pangody,RU,2022-04-04 18:40:52,65.85,74.4859,32.9,100,100,11.12
344,Eureka,US,2022-04-04 18:38:00,40.8021,-124.1637,52.93,94,100,1.99
345,Deniliquin,AU,2022-04-04 18:40:52,-35.5333,144.9667,55.54,77,7,5.57
346,Sfantu Gheorghe,RO,2022-04-04 18:40:52,45.8667,25.7833,33.26,79,48,5.01
347,Iqaluit,CA,2022-04-04 18:40:53,63.7506,-68.5145,11.93,72,75,23.02
348,Visnes,NO,2022-04-04 18:40:53,59.3556,5.2242,39.25,60,20,32.21
349,Sezemice,CZ,2022-04-04 18:40:53,50.0665,15.8527,42.96,57,0,25.01
350,Castro,BR,2022-04-04 18:37:01,-24.7911,-50.0119,72.03,88,100,7.52
351,Dudinka,RU,2022-04-04 18:40:54,69.4058,86.1778,9.63,81,99,13.11
352,Turayf,SA,2022-04-04 18:40:54,31.6725,38.6637,70.05,16,0,11.5
353,Darhan,MN,2022-04-04 18:37:37,49.4867,105.9228,27.36,49,100,3.49
354,Yishui,CN,2022-04-04 18:40:55,35.7847,118.6281,49.19,68,100,9.1
355,Belgrade,RS,2022-04-04 18:40:55,44.804,20.4651,44.26,59,0,5.75
356,Lillooet,CA,2022-04-04 18:40:55,50.6856,-121.942,48.04,41,74,11.86
357,Manaus,BR,2022-04-04 18:39:53,-3.1019,-60.025,88.3,66,75,4.61
358,Senador Guiomard,BR,2022-04-04 18:40:56,-10.1522,-67.7392,89.35,56,31,2.1
359,Bathsheba,BB,2022-04-04 18:40:56,13.2167,-59.5167,84.81,58,20,17.27
360,Parit Buntar,MY,2022-04-04 18:40:57,5.1267,100.4932,78.78,94,100,3.33
361,Mastung,PK,2022-04-04 18:40:57,29.7994,66.845,63.81,15,1,1.86
362,Canguaretama,BR,2022-04-04 18:40:57,-6.38,-35.1289,83.05,63,6,13.33
363,Zhuhai,CN,2022-04-04 18:40:58,22.2769,113.5678,66.85,82,0,14.97
364,Zelenogorskiy,RU,2022-04-04 18:41:58,55.0333,87.0,31.82,100,100,3.27
365,The Valley,AI,2022-04-04 18:41:58,18.217,-63.0578,84.06,65,20,12.66
366,Kirakira,SB,2022-04-04 18:41:59,-10.4544,161.9205,80.94,85,100,12.84
367,Kingisepp,RU,2022-04-04 18:41:59,59.3733,28.6134,32.83,97,100,12.88
368,Carbondale,US,2022-04-04 18:41:00,37.7273,-89.2168,59.05,73,0,9.22
369,Payson,US,2022-04-04 18:37:07,40.0444,-111.7321,62.46,25,75,11.01
370,Irbeyskoye,RU,2022-04-04 18:42:00,55.6428,95.4522,26.04,87,100,2.42
371,Auki,SB,2022-04-04 18:42:00,-8.7676,160.7034,78.22,88,96,6.8
372,Cayenne,GF,2022-04-04 18:42:00,4.9333,-52.3333,82.09,1,75,12.66
373,Kutum,SD,2022-04-04 18:42:01,14.2,24.6667,82.2,10,8,5.84
374,Soyo,AO,2022-04-04 18:42:01,-6.1349,12.3689,78.94,86,59,8.93
375,Baykit,RU,2022-04-04 18:42:02,61.67,96.37,12.25,95,100,2.28
376,Nanortalik,GL,2022-04-04 18:39:47,60.1432,-45.2371,37.4,77,100,1.72
377,Itaituba,BR,2022-04-04 18:42:02,-4.2761,-55.9836,86.16,74,40,0.0
378,El Silencio,VE,2022-04-04 18:42:02,10.5,-66.9167,83.34,62,40,7.0
379,Los Corrales De Buelna,ES,2022-04-04 18:42:03,43.2636,-4.0726,46.09,60,12,1.99
380,Faya,SA,2022-04-04 18:42:03,18.3851,42.4509,69.91,22,7,6.6
381,Tonstad,NO,2022-04-04 18:42:04,58.6626,6.7169,31.41,73,97,30.06
382,Cravo Norte,CO,2022-04-04 18:42:04,6.3017,-70.2041,93.51,43,93,2.57
383,Ferme-Neuve,CA,2022-04-04 18:42:05,46.7001,-75.4493,40.19,64,99,6.55
384,Kimbe,PG,2022-04-04 18:42:05,-5.5502,150.1429,76.12,94,100,1.12
385,Labuhan,ID,2022-04-04 18:42:05,-6.8844,112.2051,76.39,89,72,6.31
386,Marawi,PH,2022-04-04 18:42:06,7.9986,124.2928,68.47,96,100,1.39
387,Port Shepstone,ZA,2022-04-04 18:42:07,-30.7414,30.455,75.97,82,85,10.11
388,Namibe,AO,2022-04-04 18:42:07,-15.1961,12.1522,69.78,81,73,8.57
389,Marrakesh,MA,2022-04-04 18:42:07,31.6315,-8.0083,55.47,82,75,11.5
390,Salalah,OM,2022-04-04 18:42:08,17.0151,54.0924,80.69,83,0,3.44
391,Egvekinot,RU,2022-04-04 18:42:08,66.3167,-179.1667,-12.68,86,12,18.79
392,Ugoofaaru,MV,2022-04-04 18:42:09,5.6667,73.0,83.59,69,89,2.13
393,Oriximina,BR,2022-04-04 18:42:09,-1.7656,-55.8661,75.22,95,100,2.51
394,Moose Factory,CA,2022-04-04 18:42:09,51.2585,-80.6094,24.8,63,75,10.36
395,Havoysund,NO,2022-04-04 18:42:10,70.9963,24.6622,26.83,72,98,15.77
396,Xai-Xai,MZ,2022-04-04 18:42:10,-25.0519,33.6442,77.16,60,49,7.63
397,Farmington,US,2022-04-04 18:42:11,36.7281,-108.2187,64.78,42,0,4.0
398,Bridlington,GB,2022-04-04 18:42:11,54.0831,-0.1919,54.28,83,100,22.44
399,Serov,RU,2022-04-04 18:42:11,59.6033,60.5787,30.56,95,100,3.0
400,Yar,RU,2022-04-04 18:42:12,58.249,52.1026,27.72,96,100,13.29
401,Hami,CN,2022-04-04 18:39:12,42.8,93.45,57.42,15,0,4.07
402,Raya,IN,2022-04-04 18:42:12,27.5667,77.7833,80.58,6,0,5.59
403,Amuntai,ID,2022-04-04 18:42:12,-2.4177,115.2494,73.17,98,100,1.92
404,Russell,US,2022-04-04 18:42:13,32.3502,-85.1999,78.12,31,0,4.61
405,Lubango,AO,2022-04-04 18:42:13,-14.9172,13.4925,59.43,92,25,3.27
406,Goderich,CA,2022-04-04 18:43:14,43.7501,-81.7165,41.92,65,100,6.91
407,Itapetininga,BR,2022-04-04 18:43:14,-23.5917,-48.0531,81.34,65,35,4.09
408,Shatoy,RU,2022-04-04 18:43:14,42.8714,45.6886,42.37,82,44,5.3
409,Jiangdu,CN,2022-04-04 18:43:15,32.4286,119.5574,54.9,70,100,6.58
410,Henties Bay,NA,2022-04-04 18:43:16,-22.116,14.2845,62.44,76,0,9.15
411,Wynyard,AU,2022-04-04 18:43:17,-41.0,145.7167,54.81,76,100,7.43
412,Macusani,PE,2022-04-04 18:43:17,-14.0833,-70.4333,48.52,59,73,15.75
413,Lagos,NG,2022-04-04 18:39:53,6.5833,3.75,86.32,76,90,6.85
414,Sao Felix Do Xingu,BR,2022-04-04 18:43:18,-6.6447,-51.995,86.18,63,42,2.89
415,Colesberg,ZA,2022-04-04 18:43:18,-30.72,25.0972,59.58,35,0,12.15
416,Devils Lake,US,2022-04-04 18:43:18,48.1128,-98.8651,44.94,71,20,16.11
417,Hanzhong,CN,2022-04-04 18:43:18,33.0728,107.0303,53.1,77,3,2.59
418,Aksarka,RU,2022-04-04 18:43:19,66.5606,67.7975,23.94,98,100,4.09
419,Lakes Entrance,AU,2022-04-04 18:43:19,-37.8811,147.981,49.15,89,38,8.66
420,Kokstad,ZA,2022-04-04 18:43:19,-30.5472,29.4241,57.94,83,10,5.57
421,Port Hardy,CA,2022-04-04 18:42:17,50.6996,-127.4199,41.18,87,100,13.8
422,Pampa,US,2022-04-04 18:42:44,35.5362,-100.9599,64.54,27,100,13.8
423,Malangwa,NP,2022-04-04 18:43:20,26.8568,85.5581,81.52,33,8,9.66
424,Anori,BR,2022-04-04 18:43:20,-3.7728,-61.6442,88.32,60,41,1.66
425,Nome,US,2022-04-04 18:43:21,64.5011,-165.4064,12.27,52,0,19.57
426,Merritt,CA,2022-04-04 18:43:21,50.1123,-120.7942,42.3,58,21,18.7
427,Banda Aceh,ID,2022-04-04 18:43:22,5.5577,95.3222,77.41,77,84,4.12
428,Chipiona,ES,2022-04-04 18:43:22,36.7366,-6.437,53.31,100,20,4.61
429,Medvezhyegorsk,RU,2022-04-04 18:43:23,62.9167,34.4667,27.19,89,100,9.53
430,Port-Cartier,CA,2022-04-04 18:43:23,50.0334,-66.8654,37.62,93,75,7.29
431,Westport,US,2022-04-04 18:43:23,41.1415,-73.3579,56.25,42,20,9.22
432,Raymond,US,2022-04-04 18:43:24,43.9015,-70.4703,55.11,26,95,13.8
433,Bismarck,US,2022-04-04 18:40:24,46.8083,-100.7837,50.65,63,0,14.97
434,Kirkwall,GB,2022-04-04 18:43:24,58.9848,-2.9587,39.25,65,75,14.97
435,Turkistan,KZ,2022-04-04 18:43:25,43.0,68.0,69.57,36,0,8.84
436,Inndyr,NO,2022-04-04 18:43:25,67.0338,14.0276,26.64,73,38,7.76
437,Namtsy,RU,2022-04-04 18:43:25,62.7161,129.6658,4.23,99,86,5.23
438,Atar,MR,2022-04-04 18:43:26,20.5169,-13.0499,80.65,19,0,6.91
439,Mouila,GA,2022-04-04 18:43:26,-1.8685,11.0559,75.56,91,70,0.92
440,Poum,NC,2022-04-04 18:43:27,-20.2333,164.0167,81.3,84,100,25.88
441,San Isidro,PE,2022-04-04 18:43:27,-12.1167,-77.05,71.19,68,41,6.91
442,Ghotki,PK,2022-04-04 18:43:27,28.006,69.3161,86.56,6,100,4.21
443,Rocha,UY,2022-04-04 18:43:28,-34.4833,-54.3333,68.61,28,0,10.94
444,Safranbolu,TR,2022-04-04 18:43:28,41.2508,32.6942,46.31,86,97,2.1
445,Teya,RU,2022-04-04 18:43:29,60.3778,92.6267,22.28,92,100,3.36
446,Chapais,CA,2022-04-04 18:43:29,49.7834,-74.8492,33.58,69,84,6.24
447,Tura,IN,2022-04-04 18:43:29,25.5198,90.2201,72.66,87,3,8.84
448,Taoudenni,ML,2022-04-04 18:43:30,22.6783,-3.9836,90.1,13,0,9.08
449,Fomboni,KM,2022-04-04 18:43:30,-12.28,43.7425,83.1,68,0,4.25
450,Bella Vista,US,2022-04-04 18:43:31,36.4295,-94.2316,59.56,91,100,5.75
451,Gedo,ET,2022-04-04 18:43:31,9.0167,37.45,58.3,61,18,0.76
452,Jardim,BR,2022-04-04 18:43:31,-21.4803,-56.1381,88.86,52,82,1.23
453,Colares,PT,2022-04-04 18:44:32,38.7992,-9.4469,62.29,36,0,15.99
454,Stawell,AU,2022-04-04 18:44:32,-37.05,142.7667,48.2,94,36,6.71
455,Evensk,RU,2022-04-04 18:44:33,61.95,159.2333,4.75,85,51,7.92
456,Richards Bay,ZA,2022-04-04 18:44:33,-28.783,32.0377,75.92,65,100,10.13
457,Bonavista,CA,2022-04-04 18:44:33,48.6499,-53.1147,37.2,78,89,9.86
458,Marienburg,PL,2022-04-04 18:44:34,54.0359,19.0266,39.88,95,100,29.1
459,Noumea,NC,2022-04-04 18:42:34,-22.2763,166.4572,75.18,83,100,8.68
460,Sitio Novo Do Tocantins,BR,2022-04-04 18:44:34,-5.5183,-47.4611,87.73,79,40,8.05
461,Antalaha,MG,2022-04-04 18:44:35,-14.9003,50.2788,76.39,88,100,6.44
462,Sistranda,NO,2022-04-04 18:44:35,63.7256,8.834,30.16,60,100,14.85
463,Bara,NG,2022-04-04 18:44:35,10.3744,10.7288,87.53,13,33,4.09
464,Tautira,PF,2022-04-04 18:44:36,-17.7333,-149.15,81.63,79,87,16.67
465,Botou,CN,2022-04-04 18:44:36,38.0667,116.5667,58.44,65,20,14.12
466,Bayevo,RU,2022-04-04 18:44:37,53.2833,80.7667,36.39,83,99,6.53
467,Te Anau,NZ,2022-04-04 18:44:37,-45.4167,167.7167,55.71,94,100,1.54
468,Adre,TD,2022-04-04 18:44:38,13.4667,22.2,88.65,16,9,7.07
469,Kunri,PK,2022-04-04 18:44:38,25.1785,69.5691,82.89,32,50,13.13
470,Primorsk,UA,2022-04-04 18:44:38,46.7348,36.3443,40.55,60,100,15.39
471,Batsfjord,NO,2022-04-04 18:44:39,70.6345,29.7185,19.18,79,20,8.05
472,Togur,RU,2022-04-04 18:44:39,58.3631,82.8265,34.43,99,100,9.22
473,San Jeronimo,PE,2022-04-04 18:44:39,-11.9472,-75.2829,55.85,73,92,5.93
474,Olga,RU,2022-04-04 18:44:39,43.7444,135.2892,37.33,79,5,6.73
475,Kyaikkami,MM,2022-04-04 18:44:40,16.08,97.5675,81.97,61,100,3.06
476,Monrovia,LR,2022-04-04 18:40:49,6.3005,-10.7969,85.77,77,99,9.75
477,Phalaborwa,ZA,2022-04-04 18:42:40,-23.943,31.1411,79.88,87,96,7.25
478,Fukue,JP,2022-04-04 18:44:40,32.6881,128.8419,55.83,52,77,9.8
479,Bandarbeyla,SO,2022-04-04 18:44:41,9.4942,50.8122,79.36,72,100,4.81
480,Maryborough,AU,2022-04-04 18:44:41,-25.5333,152.7,63.59,96,4,4.27
481,Yerofey Pavlovich,RU,2022-04-04 18:44:42,53.9667,121.9667,11.12,85,100,4.21
482,Bow Island,CA,2022-04-04 18:44:42,49.8668,-111.3684,54.48,40,100,17.27
483,Vestmanna,FO,2022-04-04 18:44:42,62.1564,-7.1664,32.92,64,100,6.91
484,Pervomaysk,UA,2022-04-04 18:44:43,48.0443,30.8507,37.85,43,79,7.11
485,Panaba,MX,2022-04-04 18:44:43,21.2833,-88.2667,97.83,29,0,15.79
486,Port Moresby,PG,2022-04-04 18:44:44,-9.4431,147.1797,75.88,87,88,3.15
487,Bilibino,RU,2022-04-04 18:44:44,68.0546,166.4372,-18.26,88,78,4.99
488,Finschhafen,PG,2022-04-04 18:44:44,-6.6024,147.8681,79.02,79,98,3.18
489,Wichian Buri,TH,2022-04-04 18:44:45,15.6578,101.106,76.96,50,100,3.85
490,Teguise,ES,2022-04-04 18:44:45,29.0605,-13.564,61.02,52,40,14.97
491,Ronneby,SE,2022-04-04 18:44:46,56.21,15.276,41.5,93,75,14.97
492,Alofi,NU,2022-04-04 18:44:46,-19.0595,-169.9187,73.29,94,100,1.14
493,Kingsport,US,2022-04-04 18:44:46,36.5484,-82.5618,70.12,28,40,11.5
494,Ontario,US,2022-04-04 18:41:50,34.0633,-117.6509,81.39,70,40,5.75
495,Saint Anthony,US,2022-04-04 18:44:47,45.0205,-93.218,43.14,78,100,5.75
496,Zverinogolovskoye,RU,2022-04-04 18:44:47,54.4586,64.8542,41.38,92,100,11.59
497,Sobolevo,RU,2022-04-04 18:44:48,54.4299,31.8996,29.44,83,40,11.14
498,Eldama Ravine,KE,2022-04-04 18:44:48,0.0516,35.7308,63.9,54,99,4.23
499,Diu,IN,2022-04-04 18:45:49,20.7141,70.9822,81.23,50,0,14.63
500,Leshukonskoye,RU,2022-04-04 18:45:49,64.8989,45.7622,15.82,95,24,2.06
501,Nouadhibou,MR,2022-04-04 18:45:49,20.931,-17.0347,69.78,78,20,12.66
502,Gasa,PS,2022-04-04 18:42:56,31.5,34.4667,64.89,59,26,10.02
503,Bundaberg,AU,2022-04-04 18:45:50,-24.85,152.35,66.49,96,6,6.91
504,Bayan,CN,2022-04-04 18:45:50,46.0833,127.4,52.56,48,100,26.19
505,Boras,SE,2022-04-04 18:45:51,57.721,12.9401,37.49,94,100,8.86
506,Uyo,NG,2022-04-04 18:45:51,5.0333,7.9266,80.74,77,100,5.39
507,Half Moon Bay,US,2022-04-04 18:42:34,37.4636,-122.4286,68.54,58,75,12.66
508,Meulaboh,ID,2022-04-04 18:45:51,4.1363,96.1285,76.37,86,100,2.86
509,Chuhar Kana,PK,2022-04-04 18:45:52,31.75,73.8,74.84,16,8,3.04
510,Carutapera,BR,2022-04-04 18:44:25,-1.195,-46.02,81.82,78,100,5.17
511,Keti Bandar,PK,2022-04-04 18:45:52,24.1447,67.4497,78.55,64,84,9.82
512,Cozumel,MX,2022-04-04 18:45:53,20.5083,-86.9458,86.95,71,2,14.0
513,Fairbanks,US,2022-04-04 18:45:14,64.8378,-147.7164,13.48,73,100,1.01
514,Kano,NG,2022-04-04 18:45:53,12.0001,8.5167,94.89,21,20,5.75
515,Ust-Kuyga,RU,2022-04-04 18:45:53,70.0167,135.6,-23.21,100,100,2.55
516,Iracoubo,GF,2022-04-04 18:45:54,5.4802,-53.2011,79.95,78,83,13.27
517,Toora-Khem,RU,2022-04-04 18:45:54,52.4675,96.11,34.65,99,100,1.72
518,Yakeshi,CN,2022-04-04 18:45:54,49.2833,120.7333,16.03,78,84,7.05
519,Tupik,RU,2022-04-04 18:45:55,54.4253,119.9327,7.47,96,100,3.29
520,Srandakan,ID,2022-04-04 18:45:55,-7.9386,110.2506,75.63,90,73,3.49
521,Lavrentiya,RU,2022-04-04 18:45:55,65.5833,-171.0,-7.74,91,44,11.14
522,Ulladulla,AU,2022-04-04 18:45:56,-35.35,150.4667,59.9,80,55,3.53
523,Mundi,IN,2022-04-04 18:45:56,22.0667,76.5,88.48,13,0,2.84
524,Soe,ID,2022-04-04 18:45:57,-9.8607,124.284,63.19,95,10,3.33
525,Mount Gambier,AU,2022-04-04 18:45:37,-37.8333,140.7667,42.71,100,100,0.0
526,Braniewo,PL,2022-04-04 18:45:57,54.3797,19.8196,36.14,93,100,35.48
527,Bandiagara,ML,2022-04-04 18:45:57,14.3501,-3.6104,92.34,7,100,5.7
528,San Cristobal,VE,2022-04-04 18:42:58,7.7669,-72.225,80.78,48,100,8.52
529,Erzin,TR,2022-04-04 18:45:58,36.9559,36.2,58.24,75,26,1.36
530,Tubuala,PA,2022-04-04 18:45:58,9.5167,-79.0333,80.96,78,100,5.86
531,Middelburg,ZA,2022-04-04 18:45:59,-25.7751,29.4648,57.43,92,99,2.98
532,Orange Park,US,2022-04-04 18:45:59,30.1661,-81.7065,84.09,45,20,9.22
533,Charters Towers,AU,2022-04-04 18:46:00,-20.1,146.2667,71.29,94,12,7.05
534,Mamallapuram,IN,2022-04-04 18:46:00,12.6264,80.1722,84.25,80,7,10.63
535,Ust-Omchug,RU,2022-04-04 18:46:00,61.15,149.6333,-13.94,100,97,5.28
536,Mana,GF,2022-04-04 18:46:01,5.6592,-53.7767,80.2,78,70,12.59
537,Cockburn Town,TC,2022-04-04 18:42:16,21.4612,-71.1419,82.36,69,75,16.11
538,Waipawa,NZ,2022-04-04 18:46:01,-41.4122,175.5153,53.38,90,87,6.82
539,Snezhnogorsk,RU,2022-04-04 18:46:02,69.1933,33.2531,15.58,95,64,5.75
540,Raudeberg,NO,2022-04-04 18:46:02,61.9875,5.1352,32.95,74,100,22.01
541,Mitu,CO,2022-04-04 18:46:02,1.1983,-70.1733,85.46,70,85,1.92
542,Esperance,AU,2022-04-04 18:41:26,-33.8667,121.9,58.84,76,76,15.46
543,Sungaipenuh,ID,2022-04-04 18:46:03,-2.0833,101.3833,63.39,95,57,1.66
544,Erenhot,CN,2022-04-04 18:46:03,43.6475,111.9767,38.44,40,0,13.78
545,Port Augusta,AU,2022-04-04 18:46:04,-32.5,137.7667,61.21,38,0,3.58
546,Sibinal,GT,2022-04-04 18:47:04,15.1333,-92.05,63.01,56,68,7.45
547,Amahai,ID,2022-04-04 18:47:04,-3.3333,128.9167,76.77,83,100,3.0
548,Juba,SS,2022-04-04 18:45:12,4.8517,31.5825,85.1,38,4,3.56
549,Kendari,ID,2022-04-04 18:47:05,-3.945,122.4989,74.91,93,99,2.39
550,Praia Da Vitoria,PT,2022-04-04 18:47:05,38.7333,-27.0667,62.85,67,40,6.58
551,Palmeira,BR,2022-04-04 18:47:06,-25.4294,-50.0064,69.98,93,100,7.45
552,Sao Joao Da Barra,BR,2022-04-04 18:47:06,-21.6403,-41.0511,84.29,75,17,11.36
553,Dwarka,IN,2022-04-04 18:47:07,22.2394,68.9678,79.18,73,5,11.95
554,Matay,EG,2022-04-04 18:47:07,28.419,30.7792,79.29,12,0,10.18
555,Teahupoo,PF,2022-04-04 18:47:08,-17.8333,-149.2667,80.56,80,90,17.25
556,Kaseda,JP,2022-04-04 18:47:08,31.4167,130.3167,52.99,59,5,4.54
557,Gualeguay,AR,2022-04-04 18:47:08,-33.1416,-59.3097,74.17,18,0,3.98
558,Chibombo,ZM,2022-04-04 18:47:09,-14.6569,28.0706,66.51,89,87,1.88
559,Hinton,CA,2022-04-04 18:47:09,53.4001,-117.5857,42.44,65,100,2.19
560,Rajbiraj,NP,2022-04-04 18:47:10,26.5333,86.75,77.58,72,0,9.01
561,Iquique,CL,2022-04-04 18:47:10,-20.2208,-70.1431,70.59,71,20,7.56
562,Torrington,US,2022-04-04 18:43:51,41.8007,-73.1212,54.43,46,94,5.99
563,Pokhara,NP,2022-04-04 18:47:11,28.2333,83.9833,72.25,44,2,6.51
564,San Policarpo,PH,2022-04-04 18:47:11,12.1791,125.5072,80.47,87,99,15.32
565,Ahuimanu,US,2022-04-04 18:47:11,21.4447,-157.8378,76.35,67,20,16.11
566,Waingapu,ID,2022-04-04 18:47:12,-9.6567,120.2641,77.43,81,12,4.54
567,Solnechnyy,RU,2022-04-04 18:47:12,50.7214,136.6319,29.55,87,100,2.44
568,Big Spring,US,2022-04-04 18:46:46,32.2504,-101.4787,65.1,58,100,4.0
