City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
30,Tautira,PF,-17.7333,-149.15,80.98,78,21,17.16,light rain
31,Vestmannaeyjar,IS,63.4427,-20.2734,38.39,65,0,3.44,clear sky
32,Dauphin,CA,51.1494,-100.0502,32.14,86,75,17.27,broken clouds
33,Hakkari,TR,37.5833,44.1667,47.98,66,75,10.36,dust
34,Sioux Lookout,CA,50.1001,-91.917,24.87,68,100,16.11,overcast clouds
35,Airai,TL,-8.9266,125.4092,59.83,92,90,2.73,overcast clouds
36,Casian,PH,11.035,119.7136,80.06,79,96,8.99,overcast clouds
37,Asau,RO,46.4333,26.4,60.96,31,100,5.14,overcast clouds
38,Vardo,NO,70.3705,31.1107,33.78,93,75,20.71,light snow
39,Kudahuvadhoo,MV,2.6708,72.8944,84.07,66,58,1.68,broken clouds
40,Umm Kaddadah,SD,13.6017,26.6876,101.68,6,0,12.77,clear sky
41,Tabuk,PH,17.4189,121.4443,72.01,93,72,4.21,broken clouds
42,Bandar-E Lengeh,IR,26.5579,54.8807,86.11,37,0,9.22,clear sky
43,Hithadhoo,MV,-0.6,73.0833,82.9,62,8,2.06,clear sky
44,Shache,CN,38.4167,77.2406,73.62,12,4,9.26,clear sky
45,Arraial Do Cabo,BR,-22.9661,-42.0278,80.56,74,20,11.5,few clouds
46,Yellowknife,CA,62.456,-114.3525,26.29,85,75,10.36,broken clouds
47,Severo-Kurilsk,RU,50.6789,156.125,30.02,90,100,8.39,overcast clouds
48,Mahebourg,MU,-20.4081,57.7,79.25,83,40,9.22,scattered clouds
49,Castro,BR,-24.7911,-50.0119,70.11,77,98,4.85,overcast clouds
50,Tuktoyaktuk,CA,69.4541,-133.0374,10.4,79,75,4.61,broken clouds
51,Longyearbyen,SJ,78.2186,15.6401,12.04,62,20,8.05,few clouds
52,Salinopolis,BR,-0.6136,-47.3561,79.47,85,100,2.86,overcast clouds
53,Port Hardy,CA,50.6996,-127.4199,46.4,81,75,18.41,broken clouds
54,Carnarvon,AU,-24.8667,113.6333,77.07,83,98,11.5,overcast clouds
55,Tura,IN,25.5198,90.2201,75.07,68,0,4.9,clear sky
56,Ponta Do Sol,PT,32.6667,-17.1,66.83,88,50,1.7,scattered clouds
57,Dikson,RU,73.5069,80.5464,2.82,97,100,11.05,overcast clouds
58,Kavieng,PG,-2.5744,150.7967,81.25,77,100,4.81,light rain
59,Ostrovnoy,RU,68.0531,39.5131,25.16,84,75,8.99,broken clouds
60,Aklavik,CA,68.2191,-135.0107,12.2,79,75,3.44,broken clouds
61,Cape Town,ZA,-33.9258,18.4232,67.87,55,20,19.57,few clouds
62,Santa Ana,US,33.7456,-117.8678,80.46,25,40,1.01,mist
63,Hilo,US,19.7297,-155.09,71.33,88,100,6.91,heavy intensity rain
64,Rikitea,PF,-23.1203,-134.9692,78.93,66,5,14.76,clear sky
65,Butaritari,KI,3.0707,172.7902,80.73,81,99,15.9,light rain
66,Hovd,MN,48.0056,91.6419,53.4,27,23,10.22,few clouds
67,Inhambane,MZ,-23.865,35.3833,80.91,69,31,9.75,scattered clouds
68,Sitka,US,57.0531,-135.33,44.49,61,100,24.16,light rain
69,Qaanaaq,GL,77.484,-69.3632,-1.32,78,46,6.78,scattered clouds
70,Esperance,AU,-33.8667,121.9,64.24,64,43,17.16,scattered clouds
71,Charters Towers,AU,-20.1,146.2667,71.64,81,12,7.81,few clouds
72,Sooke,CA,48.3746,-123.7276,47.77,72,100,14.97,overcast clouds
73,Birobidzhan,RU,48.8,132.95,24.22,88,83,7.43,broken clouds
74,Taurage,LT,55.2522,22.2897,54.55,67,100,14.41,overcast clouds
75,Flin Flon,CA,54.7682,-101.865,28.24,86,20,3.44,few clouds
76,Santa Fe,AR,-31.6333,-60.7,73.99,85,79,3.0,light rain
77,Lorengau,PG,-2.0226,147.2712,80.64,85,98,16.62,overcast clouds
78,Barrow,US,71.2906,-156.7887,-2.18,78,100,9.22,overcast clouds
79,Polovinnoye,RU,54.7914,65.9864,38.57,90,100,11.77,overcast clouds
80,Manoel Urbano,BR,-8.8389,-69.2597,77.25,96,100,2.59,overcast clouds
81,Cabra,ES,37.4725,-4.4421,64.17,48,0,7.34,clear sky
82,Saint-Philippe,RE,-21.3585,55.7679,78.39,82,43,9.26,scattered clouds
83,Muisne,EC,0.6,-80.0333,81.03,75,81,9.95,broken clouds
84,Alice Springs,AU,-23.7,133.8833,62.15,42,0,9.22,clear sky
85,Komsomolskiy,UZ,40.4272,71.7189,79.52,24,100,4.61,overcast clouds
86,Yining,CN,29.0361,114.5636,64.26,64,0,2.39,clear sky
87,La Rioja,ES,42.25,-2.5,56.98,35,100,13.53,overcast clouds
88,Kavaratti,IN,10.5669,72.642,84.09,71,68,10.07,broken clouds
89,Bengkulu,ID,-3.8004,102.2655,75.22,82,98,3.56,overcast clouds
90,Ginda,IN,30.6945,78.4932,61.54,28,2,8.03,clear sky
91,Rio Blanco,MX,18.8333,-97.15,76.15,48,100,6.85,overcast clouds
92,Tiksi,RU,71.6872,128.8694,-9.13,100,90,1.01,overcast clouds
93,Turinsk,RU,58.0458,63.696,34.2,76,100,11.16,overcast clouds
94,Victoria,HK,22.2855,114.1577,74.17,68,1,15.01,clear sky
95,Norman Wells,CA,65.282,-126.8329,8.64,78,0,8.05,clear sky
96,Atikokan,CA,48.7555,-91.6216,27.48,92,100,15.28,light snow
97,Chapada Dos Guimaraes,BR,-15.4606,-55.7497,80.26,49,0,4.09,clear sky
98,Atuona,PF,-9.8,-139.0333,78.67,76,20,17.16,few clouds
99,Puerto Ayora,EC,-0.7393,-90.3518,80.56,76,60,8.88,broken clouds
100,Finschhafen,PG,-6.6024,147.8681,78.96,84,99,3.96,overcast clouds
101,Paracuru,BR,-3.41,-39.0306,81.1,79,86,11.86,overcast clouds
102,Touros,BR,-5.1989,-35.4608,87.13,62,48,14.38,scattered clouds
103,Ocoee,US,28.5692,-81.544,81.09,70,39,18.45,scattered clouds
104,Tarabha,IN,20.7333,83.65,90.12,16,11,1.63,few clouds
105,Harper,LR,4.375,-7.7169,84.83,67,100,8.21,overcast clouds
106,Ternate,ID,0.8,127.4,81.34,80,97,8.12,overcast clouds
107,Coihaique,CL,-45.5752,-72.0662,45.21,87,100,3.44,overcast clouds
108,Kapaa,US,22.0752,-159.319,72.12,85,20,16.11,few clouds
109,Maltahohe,NA,-24.8333,16.9833,82.31,14,7,4.05,clear sky
110,Osa,RU,57.2829,55.4567,32.56,90,23,12.88,few clouds
111,Cherskiy,RU,68.75,161.3,-23.4,100,54,2.53,broken clouds
112,Mahajanga,MG,-15.7167,46.3167,82.54,72,27,8.03,scattered clouds
113,Marzuq,YE,14.4,46.4667,77.2,35,44,13.04,scattered clouds
114,Zhangye,CN,38.9342,100.4517,60.93,10,41,6.13,scattered clouds
115,Shakawe,BW,-18.3667,21.85,89.65,25,0,4.16,clear sky
116,Buin,CL,-33.7333,-70.75,72.05,24,0,2.98,clear sky
117,Nurota,UZ,40.5614,65.6886,70.36,34,100,8.12,overcast clouds
118,Saldanha,ZA,-33.0117,17.9442,69.85,65,74,24.29,broken clouds
119,Faya,SA,18.3851,42.4509,80.71,16,0,3.83,clear sky
120,Katherine,AU,-14.4667,132.2667,73.72,64,61,2.3,broken clouds
121,Eureka,US,40.8021,-124.1637,45.79,72,7,4.36,clear sky
122,Provideniya,RU,64.3833,-173.3,-7.92,93,92,3.11,overcast clouds
123,Upernavik,GL,72.7868,-56.1549,5.34,91,88,4.09,overcast clouds
124,Chuy,UY,-33.6971,-53.4616,74.32,47,100,6.22,overcast clouds
125,Hami,CN,42.8,93.45,69.8,12,5,7.49,clear sky
126,Coruripe,BR,-10.1256,-36.1756,85.12,61,46,9.62,scattered clouds
127,Moron,AR,-34.6534,-58.6198,81.01,72,0,5.44,clear sky
128,Prince Rupert,CA,54.3161,-130.3201,40.69,93,100,9.22,mist
129,San Cristobal,VE,7.7669,-72.225,71.78,54,82,7.4,broken clouds
130,New Norfolk,AU,-42.7826,147.0587,52.72,70,11,2.06,few clouds
131,Mokhsogollokh,RU,61.4681,128.9203,7.61,98,100,2.98,overcast clouds
132,Kahului,US,20.8947,-156.47,73.85,72,0,13.8,clear sky
133,Glendive,US,47.1053,-104.7125,37.76,85,100,19.57,overcast clouds
134,Thompson,CA,55.7435,-97.8558,21.36,68,75,9.22,broken clouds
135,Tasiilaq,GL,65.6145,-37.6368,26.76,88,100,9.15,overcast clouds
136,Preobrazheniye,RU,42.9019,133.9064,30.15,90,7,6.78,clear sky
137,Isagarh,IN,24.8333,77.8833,91.9,10,38,5.82,scattered clouds
138,Nikolskoye,RU,59.7035,30.7861,41.88,99,100,7.4,overcast clouds
139,Lebu,CL,-37.6167,-73.65,61.65,81,27,4.05,scattered clouds
140,Clyde River,CA,70.4692,-68.5914,8.83,92,100,10.36,light snow
141,Kodiak,US,57.79,-152.4072,27.91,93,100,3.44,overcast clouds
142,Port Elizabeth,ZA,-33.918,25.5701,67.1,62,20,25.32,few clouds
143,Arman,RU,59.7,150.1667,23.85,96,100,6.4,light snow
144,Komatipoort,ZA,-25.4332,31.9548,82.06,54,33,14.03,scattered clouds
145,Oranjemund,NA,-28.55,16.4333,64.83,59,95,29.42,overcast clouds
146,Turayf,SA,31.6725,38.6637,84.45,21,0,11.5,clear sky
147,Batagay,RU,67.6333,134.6333,-1.03,99,100,1.16,overcast clouds
148,Faanui,PF,-16.4833,-151.75,81.93,76,22,18.25,few clouds
149,Vanimo,PG,-2.6741,141.3028,78.26,88,100,7.83,overcast clouds
150,Sao Joao De Pirabas,BR,-0.7747,-47.1772,80.13,87,96,3.98,light rain
151,Diffa,NE,13.3154,12.6113,107.58,6,39,16.67,scattered clouds
152,Kaitangata,NZ,-46.2817,169.8464,46.89,74,58,12.66,broken clouds
153,Hasaki,JP,35.7333,140.8333,52.29,85,15,10.51,few clouds
154,Saint Anthony,US,45.0205,-93.218,37.65,92,100,16.11,light rain
155,Karachi,PK,24.9056,67.0822,89.42,31,4,9.22,haze
156,Talnakh,RU,69.4865,88.3972,20.21,98,100,3.27,overcast clouds
157,Qrendi,MT,35.8347,14.4583,62.26,67,20,25.32,few clouds
158,Viransehir,TR,37.2353,39.7631,67.15,50,17,6.93,few clouds
159,Khatanga,RU,71.9667,102.5,8.11,89,100,11.41,overcast clouds
160,Hobart,AU,-42.8794,147.3294,53.06,85,27,4.61,scattered clouds
161,Alindao,CF,5.0267,21.2088,89.15,46,93,5.21,overcast clouds
162,Umm Lajj,SA,25.0213,37.2685,82.69,53,45,9.66,scattered clouds
163,Nargana,PA,9.4428,-78.5906,83.03,77,99,6.78,overcast clouds
164,Puerto Escondido,MX,15.85,-97.0667,77.83,83,0,2.3,clear sky
165,Bathsheba,BB,13.2167,-59.5167,86.61,58,20,19.57,few clouds
166,Whitehorse,CA,60.7161,-135.0538,29.17,74,75,11.5,broken clouds
167,Ushtobe,KZ,45.2514,77.9838,71.64,33,100,20.38,overcast clouds
168,Olot,ES,42.181,2.4901,73.54,10,72,4.85,broken clouds
169,Bereda,ES,43.2686,-7.5406,57.15,71,100,11.39,light rain
170,Paamiut,GL,61.994,-49.6678,27.77,82,97,21.03,overcast clouds
171,Iqaluit,CA,63.7506,-68.5145,10.13,72,75,0.0,broken clouds
172,Bluff,NZ,-46.6,168.3333,54.48,77,84,25.28,broken clouds
173,Georgetown,MY,5.4112,100.3354,78.75,93,40,1.14,scattered clouds
174,Forecariah,GN,9.4306,-13.0881,98.19,35,97,6.62,overcast clouds
175,Culpeper,US,38.5004,-77.9664,53.76,97,100,0.0,overcast clouds
176,Kedrovyy,RU,56.1667,91.8167,39.61,87,40,9.57,scattered clouds
177,Chokurdakh,RU,70.6333,147.9167,-19.77,90,78,4.09,broken clouds
178,Shu,KZ,43.5983,73.7614,63.91,57,100,9.01,moderate rain
179,Oranjestad,AW,12.524,-70.027,82.35,69,75,25.32,broken clouds
180,Cascais,PT,38.6979,-9.4215,62.62,65,75,13.0,broken clouds
181,Tezu,IN,27.9167,96.1667,72.54,70,92,4.14,heavy intensity rain
182,Betong,TH,5.7743,101.0723,71.67,98,96,1.34,overcast clouds
183,Changli,CN,39.7042,119.1506,46.78,48,54,4.43,broken clouds
184,Benghazi,LY,32.1167,20.0667,63.32,76,100,20.65,overcast clouds
185,Nanortalik,GL,60.1432,-45.2371,31.41,87,100,6.71,overcast clouds
186,Martapura,ID,-3.4167,114.85,78.89,94,75,1.14,broken clouds
187,Xuddur,SO,4.1213,43.8894,92.12,21,90,12.08,overcast clouds
188,Margate,GB,51.3813,1.3862,56.1,39,29,33.55,scattered clouds
189,Flinders,AU,-34.5833,150.8552,67.37,80,100,4.0,moderate rain
190,Meulaboh,ID,4.1363,96.1285,76.51,88,100,6.24,overcast clouds
191,Fortuna,US,40.5982,-124.1573,45.52,100,0,12.66,clear sky
192,Pyapon,MM,16.2833,95.6833,82.9,68,80,7.23,broken clouds
193,Kostomuksha,RU,64.571,30.5767,31.55,80,99,10.18,light snow
194,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,85.06,73,52,4.27,broken clouds
195,Krasnoarmeysk,RU,51.0239,45.6969,53.02,64,96,6.17,overcast clouds
196,Los Llanos De Aridane,ES,28.6585,-17.9182,65.95,73,20,6.91,few clouds
197,Olafsvik,IS,64.8945,-23.7142,30.07,52,86,4.83,overcast clouds
198,Bambous Virieux,MU,-20.3428,57.7575,79.21,83,40,9.22,light rain
199,Gunupur,IN,19.0833,83.8167,85.23,50,87,8.08,overcast clouds
200,Farafangana,MG,-22.8167,47.8333,78.53,85,5,11.03,clear sky
201,Tilichiki,RU,60.4667,166.1,2.55,89,98,5.7,overcast clouds
202,Torbay,CA,47.6666,-52.7314,37.27,94,100,16.11,light intensity drizzle
203,Acarau,BR,-2.8856,-40.12,84.25,71,80,13.27,broken clouds
204,Terrace Bay,CA,48.7834,-87.1,31.39,87,100,19.48,overcast clouds
205,Iskateley,RU,67.6803,53.1512,9.73,89,100,8.19,overcast clouds
206,Mount Gambier,AU,-37.8333,140.7667,55.31,88,0,9.22,clear sky
207,Atbasar,KZ,51.8,68.3333,32.04,95,100,1.9,overcast clouds
208,Hays,US,30.0502,-98.0336,64.08,29,0,11.01,clear sky
209,Quang Ngai,VN,15.1167,108.8,69.28,92,100,5.7,overcast clouds
210,Loiza,PR,18.4313,-65.8802,85.62,65,20,17.27,few clouds
211,Surt,LY,31.2089,16.5887,63.75,69,5,18.48,clear sky
212,Oktyabrskoye,RU,43.0645,44.7417,51.94,62,100,15.66,overcast clouds
213,Fujinomiya,JP,35.2167,138.6167,55.58,83,8,4.7,clear sky
214,Mount Isa,AU,-20.7333,139.5,76.77,19,1,10.36,light rain
215,Saint-Jean-De-Maurienne,FR,45.1667,6.5833,27.14,99,100,5.88,light snow
216,Cuamba,MZ,-14.8031,36.5372,76.39,87,74,2.44,light rain
217,Gat,IL,31.61,34.7642,82.4,41,93,2.44,overcast clouds
218,Nyagan,RU,62.1406,65.3936,32.05,99,100,3.71,light snow
219,Santa Luzia,BR,-19.7697,-43.8514,86.14,61,75,10.36,broken clouds
220,Kassala,SD,15.451,36.4,103.62,9,0,17.07,clear sky
221,Luangwa,ZM,-15.6167,30.4167,86.23,58,99,5.23,overcast clouds
222,Ouesso,CG,1.6136,16.0517,93.92,37,100,1.41,overcast clouds
223,Ust-Nera,RU,64.5667,143.2,12.0,93,100,4.25,overcast clouds
224,Seoul,KR,37.5683,126.9778,44.2,62,0,2.3,clear sky
225,Wake Forest,US,35.9799,-78.5097,69.98,83,100,10.36,overcast clouds
226,Sembe,CG,1.6481,14.5806,89.58,47,89,4.23,overcast clouds
227,Anadyr,RU,64.75,177.4833,-1.7,78,0,6.71,clear sky
228,Pachino,IT,36.7186,15.0907,62.96,57,22,18.52,few clouds
229,Apache Junction,US,33.4151,-111.5496,73.78,8,0,17.0,clear sky
230,Russell,US,32.3502,-85.1999,63.05,66,0,10.36,clear sky
231,El Zapote,MX,21.0667,-102.8,69.15,33,3,7.2,clear sky
232,Sao Filipe,CV,14.8961,-24.4956,73.29,72,2,14.47,clear sky
233,Harrismith,ZA,-28.2728,29.1295,62.28,54,56,7.76,broken clouds
234,Acajutla,SV,13.5928,-89.8275,86.05,60,27,2.84,scattered clouds
235,Tzucacab,MX,20.0667,-89.05,82.38,68,100,4.76,overcast clouds
236,Kasama,ZM,-10.2129,31.1808,68.49,87,95,2.86,light rain
237,Sawakin,SD,19.1059,37.3321,87.93,37,0,6.11,clear sky
238,Derzhavinsk,KZ,51.1,66.3167,33.33,93,100,2.28,light snow
239,Ahipara,NZ,-35.1667,173.1667,57.49,78,1,6.29,clear sky
240,Saskylakh,RU,71.9167,114.0833,-21.19,100,6,2.06,clear sky
241,Port Lincoln,AU,-34.7333,135.8667,60.57,88,55,10.4,broken clouds
242,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,95.99,34,42,9.19,scattered clouds
243,Kangaatsiaq,GL,68.3065,-53.4641,8.85,88,100,5.66,overcast clouds
244,Coquimbo,CL,-29.9533,-71.3436,56.93,88,40,8.05,scattered clouds
245,Takoradi,GH,4.8845,-1.7554,86.68,68,72,12.86,broken clouds
246,Carlyle,US,38.6103,-89.3726,49.37,64,33,10.0,scattered clouds
247,Arimalam,IN,10.2667,78.9,85.6,61,44,12.19,scattered clouds
248,Panama City,PA,8.9936,-79.5197,88.38,72,20,6.91,few clouds
249,Mecca,SA,21.4267,39.8261,95.11,14,0,13.27,clear sky
250,Yar-Sale,RU,66.8333,70.8333,0.9,96,100,8.37,overcast clouds
251,Albesti,RO,47.7,27.0667,61.45,37,100,19.57,overcast clouds
252,Sorong,ID,-0.8833,131.25,79.65,81,100,7.38,overcast clouds
253,Grindavik,IS,63.8424,-22.4338,33.75,55,75,14.97,broken clouds
254,Issia,CI,6.4922,-6.5856,97.63,35,49,1.86,scattered clouds
255,Kampene,CD,-3.6,26.6667,79.36,74,63,1.28,moderate rain
256,Talara,PE,-4.5772,-81.2719,75.96,64,40,20.71,scattered clouds
257,Gazli,UZ,40.1333,63.45,77.29,22,98,9.75,overcast clouds
258,Broken Hill,AU,-31.95,141.4333,60.51,59,61,6.91,broken clouds
259,Pisco,PE,-13.7,-76.2167,70.02,83,35,4.61,mist
260,Yulara,AU,-25.2406,130.9889,71.44,30,0,6.91,clear sky
261,Ponta Delgada,PT,37.7333,-25.6667,63.32,82,75,25.32,broken clouds
262,Banmankhi,IN,25.8833,87.1833,86.88,37,0,8.93,clear sky
263,Mundo Nuevo,MX,18.7,-95.5,77.68,81,100,29.12,overcast clouds
264,Mbour,SN,14.422,-16.9638,94.05,29,68,11.3,broken clouds
265,Grand-Santi,GF,4.25,-54.3833,81.77,78,87,3.67,overcast clouds
266,Dedougou,BF,12.4667,-3.4667,108.43,14,64,7.07,broken clouds
267,Cidreira,BR,-30.1811,-50.2056,72.18,81,95,13.04,overcast clouds
268,Jumla,NP,29.2747,82.1838,50.43,41,0,5.46,clear sky
269,Pauini,BR,-7.7136,-66.9764,74.14,97,100,2.39,overcast clouds
270,Teixoso,PT,40.3145,-7.4576,61.34,54,18,10.29,few clouds
271,Gushikawa,JP,26.3544,127.8686,67.23,83,0,6.91,clear sky
272,Octeville,FR,49.6261,-1.6435,54.09,58,75,27.63,broken clouds
273,Abu Samrah,SY,35.3029,37.1841,70.48,45,41,15.82,scattered clouds
274,Honningsvag,NO,70.9821,25.9704,33.55,86,75,18.41,broken clouds
275,Bundaberg,AU,-24.85,152.35,70.09,91,40,6.91,scattered clouds
276,Victoria Point,AU,-27.5833,153.3,71.15,89,57,1.99,broken clouds
277,Vao,NC,-22.6667,167.4833,78.94,87,100,36.17,moderate rain
278,Beltiug,RO,47.55,22.85,57.38,82,20,12.66,few clouds
279,Kununurra,AU,-15.7667,128.7333,80.58,78,19,5.75,few clouds
280,Auki,SB,-8.7676,160.7034,77.49,89,100,5.3,overcast clouds
281,Yamada,JP,39.4667,141.95,39.87,83,96,4.52,light rain
282,Taltal,CL,-25.4,-70.4833,69.76,67,39,4.63,scattered clouds
283,Ca Mau,VN,9.1769,105.15,77.7,85,100,4.47,overcast clouds
284,Jalaun,IN,26.1451,79.3366,94.37,6,92,4.47,overcast clouds
285,Tiarei,PF,-17.5333,-149.3333,78.82,78,18,17.43,light rain
286,Khash,IR,28.2211,61.2158,77.23,11,0,16.13,clear sky
287,Dong Hoi,VN,17.4833,106.6,69.48,76,97,1.32,overcast clouds
288,Porbandar,IN,21.6422,69.6093,86.2,50,12,13.49,few clouds
289,Krasnoselkup,RU,65.7,82.4667,10.62,97,62,9.26,broken clouds
290,Darab,IR,28.7519,54.5444,78.31,13,69,6.2,broken clouds
291,Padang,ID,-0.9492,100.3543,78.01,78,100,4.5,overcast clouds
292,Constitucion,CL,-35.3333,-72.4167,65.62,59,9,9.08,clear sky
293,San Patricio,US,28.017,-97.5169,70.16,23,0,17.02,clear sky
294,Katangli,RU,51.7102,143.2326,25.18,79,93,10.27,overcast clouds
295,Sandpoint,US,48.2766,-116.5533,39.97,80,0,0.0,clear sky
296,Abu Dhabi,AE,24.4667,54.3667,96.91,22,0,8.05,clear sky
297,Codrington,AU,-38.2667,141.9667,56.05,92,0,9.24,clear sky
298,Vila Velha,BR,-20.3297,-40.2925,84.15,73,40,14.97,scattered clouds
299,Wladyslawowo,PL,54.7909,18.4009,62.94,63,91,20.49,overcast clouds
300,Karratha,AU,-20.7377,116.8463,86.88,55,93,12.86,overcast clouds
301,Pinotepa Nacional,MX,16.3167,-98.0167,84.13,41,96,2.17,overcast clouds
302,Hazorasp,UZ,41.3194,61.0742,71.44,19,81,4.27,broken clouds
303,Sabang,ID,5.8933,95.3214,83.23,70,90,6.85,overcast clouds
304,Cartagena Del Chaira,CO,1.3349,-74.8429,81.84,73,98,0.36,overcast clouds
305,Huarmey,PE,-10.0681,-78.1522,73.36,76,28,9.84,scattered clouds
306,Katsuura,JP,35.1333,140.3,61.32,75,0,22.3,clear sky
307,Nakusp,CA,50.2499,-117.8023,35.47,93,82,1.81,broken clouds
308,Manokwari,ID,-0.8667,134.0833,78.24,80,100,3.22,overcast clouds
309,Caraquet,CA,47.7941,-64.9386,38.34,80,100,5.37,overcast clouds
310,Dayong,CN,25.0209,118.2898,64.06,63,0,1.77,clear sky
311,Shwebo,MM,22.5667,95.7,92.88,27,35,2.3,scattered clouds
312,Port Augusta,AU,-32.5,137.7667,62.87,73,0,9.17,clear sky
313,Punta Umbria,ES,37.1821,-6.9661,68.23,41,0,9.98,clear sky
314,Eyl,SO,7.9803,49.8164,82.47,67,8,11.88,clear sky
315,East Wenatchee Bench,US,47.4257,-120.2812,41.31,61,0,5.75,clear sky
316,Evora,PT,38.5667,-7.9,65.34,50,6,10.13,clear sky
317,Palmer,US,42.1584,-72.3287,53.82,57,100,9.22,overcast clouds
318,Salalah,OM,17.0151,54.0924,82.49,74,0,8.05,clear sky
319,Uvalde,US,29.3669,-99.767,62.31,15,0,6.91,clear sky
320,Yerofey Pavlovich,RU,53.9667,121.9667,20.5,92,100,2.8,overcast clouds
321,Port-Cartier,CA,50.0334,-66.8654,41.11,94,60,2.68,broken clouds
322,Batemans Bay,AU,-35.7167,150.1833,63.1,89,100,5.3,light rain
323,Kurchum,KZ,48.5722,83.6542,51.57,60,97,2.33,overcast clouds
324,Cortez,US,37.3489,-108.5859,44.04,50,0,5.75,clear sky
325,Geraldton,AU,-28.7667,114.6,75.61,78,100,10.36,overcast clouds
326,Kupang,ID,-10.1667,123.5833,79.0,83,99,5.21,overcast clouds
327,Manavalakurichi,IN,8.1333,77.3,82.83,76,63,4.5,broken clouds
328,Bethanien,NA,-26.502,17.1583,83.32,16,2,13.38,clear sky
329,Springbok,ZA,-29.6643,17.8865,73.24,11,42,8.19,scattered clouds
330,Ayolas,PY,-27.4,-56.9,72.84,89,100,10.31,heavy intensity rain
331,Riyadh,SA,24.6877,46.7219,100.54,7,1,9.1,clear sky
332,Nouakchott,MR,18.0858,-15.9785,96.73,33,5,12.39,clear sky
333,Hualmay,PE,-11.0964,-77.6139,72.66,76,58,9.55,broken clouds
334,Kandrian,PG,-6.2167,149.55,77.29,88,99,4.65,light rain
335,Rozkishne,UA,48.5074,39.3004,59.7,40,92,10.47,overcast clouds
336,Hamilton,US,39.1834,-84.5333,51.6,75,75,11.5,broken clouds
337,Labuhan,ID,-6.8844,112.2051,78.08,87,87,6.85,overcast clouds
338,Skibbereen,IE,51.55,-9.2667,49.1,53,75,20.2,broken clouds
339,Laguna,US,38.421,-121.4238,69.08,75,0,1.01,clear sky
340,Gari,RU,59.4307,62.3497,32.05,77,53,11.99,broken clouds
341,Benicarlo,ES,40.4165,0.4271,82.9,51,35,5.57,scattered clouds
342,Bondoukou,CI,8.0333,-2.8,99.5,29,68,7.0,broken clouds
343,Zyryanovsk,KZ,49.7386,84.2719,35.29,99,99,1.92,overcast clouds
344,Saint-Pierre,RE,-21.3393,55.4781,78.48,76,20,17.27,few clouds
345,Methoni,GR,36.8197,21.7049,69.22,85,4,18.81,clear sky
346,Kaele,CM,10.1092,14.4508,107.24,11,33,6.38,scattered clouds
347,Kannangad,IN,12.3081,75.1063,82.53,81,33,7.52,scattered clouds
348,Shingu,JP,33.7333,135.9833,54.95,79,0,6.62,clear sky
349,Isangel,VU,-19.55,169.2667,79.36,81,100,11.88,overcast clouds
350,Taoudenni,ML,22.6783,-3.9836,97.92,7,5,9.71,clear sky
351,Pozzallo,IT,36.7305,14.8499,68.65,59,5,25.19,clear sky
352,Marion,US,39.7684,-86.1555,48.52,62,20,14.97,few clouds
353,Ambilobe,MG,-13.2,49.05,77.05,90,100,2.13,moderate rain
354,Ilulissat,GL,69.2167,-51.1,21.22,79,75,0.0,light shower snow
355,Norfolk,US,42.1668,-71.2495,51.64,71,100,6.91,overcast clouds
356,Beloha,MG,-25.1667,45.05,78.1,76,14,8.34,few clouds
357,Tres Arroyos,AR,-38.3739,-60.2798,70.14,51,20,11.07,few clouds
358,Urumqi,CN,43.801,87.6005,70.75,16,0,4.47,clear sky
359,Xai-Xai,MZ,-25.0519,33.6442,77.45,78,34,19.15,light rain
360,Avera,US,33.194,-82.5271,63.91,79,90,11.32,overcast clouds
361,Louis Trichardt,ZA,-23.0439,29.9032,81.52,38,10,12.41,clear sky
362,Kaeo,NZ,-35.1,173.7833,58.89,83,26,5.97,scattered clouds
363,Quelimane,MZ,-17.8786,36.8883,84.15,84,75,5.75,broken clouds
364,Orange,US,33.7,-117.7675,79.95,36,40,1.01,mist
365,Anaconda,US,46.1285,-112.9423,18.59,57,26,3.71,scattered clouds
366,Aykhal,RU,66.0,111.5,13.93,95,100,10.76,overcast clouds
367,Matagami,CA,49.7502,-77.6328,32.11,93,100,10.36,snow
368,Olive Branch,US,34.9618,-89.8295,55.72,45,0,14.97,clear sky
369,Linxia,CN,35.6003,103.2064,57.94,15,29,3.36,scattered clouds
370,Saint-Francois,FR,46.4154,3.9054,54.84,78,100,11.5,light rain
